atr_period,mult,macd_fast,macd_slow,macd_sig,vol_min,sharpe,ann_return,total_return,max_dd,calmar,n_trades,win_rate,avg_trade,in_market,param_label
14,2.0,8,21,7,0.0,4.547986859055526,13.510978664998184,38.314076468890605,-0.17205294106221997,78.52803085831688,58,0.39655172413793105,0.617545825512367,18.962075848303392,"ST(ATR14/x2.0)+MACD(8,21,7)/V0.0"
14,2.0,12,26,7,1.0,4.546344987245038,12.482830083389025,34.54189505099367,-0.13374151256801012,93.33549354798322,41,0.43902439024390244,2.5817896676698755,18.063872255489024,"ST(ATR14/x2.0)+MACD(12,26,7)/V1.0"
7,1.5,8,26,7,1.0,4.541736871491597,10.715561935210891,28.308068136847922,-0.09781260719280212,109.55195084503823,45,0.4,0.9042845588904832,15.868263473053892,"ST(ATR7/x1.5)+MACD(8,26,7)/V1.0"
10,2.0,12,26,7,1.0,4.540639693610326,13.386969119355097,37.85365230055647,-0.18349128058208974,72.95697690313997,44,0.45454545454545453,2.4047728365141863,19.627411842980706,"ST(ATR10/x2.0)+MACD(12,26,7)/V1.0"
10,1.5,12,26,7,1.0,4.537238724971274,9.261587670208097,23.434073468201486,-0.09755418710642594,94.93787960227934,39,0.41025641025641024,1.085466522732,15.602129075182965,"ST(ATR10/x1.5)+MACD(12,26,7)/V1.0"
10,1.5,8,21,7,1.0,4.53237972256648,8.694534096382167,21.600059575775273,-0.09755418710642584,89.12517601009729,43,0.3953488372093023,0.6366463273092633,13.77245508982036,"ST(ATR10/x1.5)+MACD(8,21,7)/V1.0"
14,2.0,12,21,9,1.0,4.495316575645187,11.675742142158796,31.65459524882605,-0.13374151256801042,87.30080823799142,39,0.46153846153846156,2.9883845235268316,18.130405854956752,"ST(ATR14/x2.0)+MACD(12,21,9)/V1.0"
10,1.5,8,26,9,1.0,4.4938213557131865,8.671379247787714,21.526000879803934,-0.09755418710642584,88.88782229642027,39,0.41025641025641024,1.1481616214353367,14.404524284763806,"ST(ATR10/x1.5)+MACD(8,26,9)/V1.0"
7,1.5,8,26,9,1.0,4.49224481288822,10.110427508804017,26.250402418536776,-0.09781260719280202,103.36527978315702,41,0.43902439024390244,1.3873302856701248,15.502328675981369,"ST(ATR7/x1.5)+MACD(8,26,9)/V1.0"
10,2.0,8,21,7,0.0,4.486407823748877,13.885856726928433,39.714825573585564,-0.15919215885282537,87.22701436423158,61,0.4098360655737705,0.5381674171972749,20.159680638722556,"ST(ATR10/x2.0)+MACD(8,21,7)/V0.0"
10,1.5,12,21,7,1.0,4.484100072983961,8.614539192828683,21.34448330974765,-0.09755418710642584,88.30517119096827,38,0.42105263157894735,1.22748704913739,14.404524284763806,"ST(ATR10/x1.5)+MACD(12,21,7)/V1.0"
10,1.5,12,26,9,1.0,4.484023438218788,8.730734490464862,21.71597536217201,-0.09755418710642594,89.49625586998269,36,0.4444444444444444,1.4743956556580737,15.801729873586162,"ST(ATR10/x1.5)+MACD(12,26,9)/V1.0"
10,2.0,12,21,9,1.0,4.467240703845985,12.351930134736408,34.06911840187804,-0.1834912805820897,67.31616944168879,42,0.4523809523809524,2.7399757803189444,19.7272122421823,"ST(ATR10/x2.0)+MACD(12,21,9)/V1.0"
7,1.5,12,26,7,1.0,4.382799856519793,8.856489507172094,22.11989737371465,-0.09755418710642594,90.78533448810536,39,0.41025641025641024,0.9528544957619243,15.535595475715237,"ST(ATR7/x1.5)+MACD(12,26,7)/V1.0"
10,1.5,12,21,9,1.0,4.379722643707622,8.047364635887876,19.555348622083002,-0.09755418710642594,82.49122743556532,36,0.4166666666666667,1.1993278301202352,14.803725881570193,"ST(ATR10/x1.5)+MACD(12,21,9)/V1.0"
10,2.0,12,26,9,1.0,4.361827910642598,11.701173346475729,31.74455431269658,-0.1558208655878595,75.09375141981887,41,0.4146341463414634,2.646337268159169,20.392548236859614,"ST(ATR10/x2.0)+MACD(12,26,9)/V1.0"
7,2.0,12,26,7,1.0,4.347950592798659,10.12750333335065,26.30790574770665,-0.12134302282561225,83.46176893833739,43,0.4418604651162791,1.8573625576146149,18.928809048569526,"ST(ATR7/x2.0)+MACD(12,26,7)/V1.0"
14,2.0,12,26,9,1.0,4.342606823871825,10.717473540964045,28.314632316518335,-0.13374151256801006,80.13572850474537,38,0.42105263157894735,2.82592259126469,18.729208250166334,"ST(ATR14/x2.0)+MACD(12,26,9)/V1.0"
7,2.0,8,21,7,1.0,4.33771752573721,9.795692880901237,25.196453258819176,-0.12134302282561214,80.72728577875544,46,0.45652173913043476,1.6526245609135732,15.169660678642716,"ST(ATR7/x2.0)+MACD(8,21,7)/V1.0"
14,2.0,8,26,7,1.0,4.299153111396573,9.181015479108657,23.171122636170644,-0.13374151256801017,68.64746257778363,41,0.3902439024390244,1.6544425186552456,14.836992681304059,"ST(ATR14/x2.0)+MACD(8,26,7)/V1.0"
10,2.0,8,26,7,1.0,4.2685640485605125,9.735175314941815,24.995097543265064,-0.13374151256801012,72.79097662359166,44,0.4090909090909091,1.5488311120392961,15.868263473053892,"ST(ATR10/x2.0)+MACD(8,26,7)/V1.0"
7,1.5,12,26,9,1.0,4.259203474763283,8.037537955761692,19.52471019076644,-0.09755418710642594,82.39049695522763,36,0.4166666666666667,1.1498302852245132,15.801729873586162,"ST(ATR7/x1.5)+MACD(12,26,9)/V1.0"
10,2.5,12,26,7,1.0,4.255962674918763,5.441582704804195,11.895121591010637,-0.12134302282561212,44.844627882927846,30,0.43333333333333335,2.665047452499456,13.273453093812376,"ST(ATR10/x2.5)+MACD(12,26,7)/V1.0"
